YYMMMDD __east(m) _north(m) ____up(m)
22AUG18 0.342364 0.537009 0.176913
22AUG19 0.345065 0.536672 0.187150
22AUG20 0.344458 0.538027 0.175070
22AUG21 0.341570 0.538473 0.176323
22AUG22 0.344188 0.538830 0.183270
22AUG23 0.343010 0.538142 0.185704
22AUG24 0.345538 0.536574 0.181451
22AUG25 0.344744 0.534400 0.183956
22AUG26 0.343038 0.535007 0.183940
22AUG27 0.343757 0.536397 0.177685
22AUG28 0.344770 0.536536 0.180161
22AUG29 0.345405 0.535341 0.176434
22AUG30 0.342698 0.536160 0.174618
22AUG31 0.341107 0.538472 0.179262
22SEP01 0.339470 0.541260 0.177172
22SEP02 0.345919 0.537581 0.185901
22SEP03 0.345277 0.537592 0.177714
22SEP04 0.340127 0.535084 0.172977
22SEP05 0.339587 0.536749 0.176760
22SEP06 0.341925 0.537908 0.189048
22SEP07 0.347240 0.537809 0.182223
22SEP08 0.344458 0.538808 0.193601
22SEP09 0.345110 0.535143 0.183473
22SEP10 0.344025 0.538252 0.173741
22SEP11 0.347689 0.540478 0.179264
22SEP12 0.345805 0.537680 0.169855
22SEP13 0.342860 0.538899 0.190761
22SEP14 0.346291 0.538280 0.184037
22SEP15 0.347145 0.536038 0.182757
22SEP16 0.345930 0.535453 0.187449
22SEP17 0.344326 0.537832 0.193179
22SEP18 0.345112 0.537301 0.189769
22SEP19 0.345595 0.537525 0.189660
22SEP20 0.343154 0.539818 0.174508
22SEP21 0.345380 0.537473 0.184302
22SEP22 0.343807 0.538265 0.185434
22SEP23 0.346391 0.538714 0.195675
22SEP24 0.342521 0.537903 0.184512
22SEP25 0.345967 0.539326 0.188756
22SEP27 0.341623 0.538368 0.179310
22SEP28 0.344074 0.536776 0.159499
22SEP29 0.340831 0.537596 0.188028
22SEP30 0.346353 0.536564 0.188437
22OCT01 0.346705 0.535839 0.181137
